Year,Trip,Date,Time,Location,Depth_m,Placement,NomDepth_m,Metric,Units,Value
2021,1,20210616,15:18:55,Frog,1.784,bottom,3,Temperature,degrees Celsius,16.61
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,Chlorophylla,RFU,0.03
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,DO,mg/L,10.33
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,Conductivity,uS/cm,6.5
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,Phycocyanin,RFU,0
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,pH,NA,8
2021,1,20210616,15:19:00,Frog,1.784,bottom,3,Temperature,degrees Celsius,16.609
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,Chlorophylla,RFU,0.04
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,DO,mg/L,10.32
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,Conductivity,uS/cm,6.5
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,Phycocyanin,RFU,0
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,pH,NA,8
2021,1,20210616,15:19:05,Frog,1.785,bottom,3,Temperature,degrees Celsius,16.601
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,Chlorophylla,RFU,0.05
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,DO,mg/L,10.32
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,Conductivity,uS/cm,6.5
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,Phycocyanin,RFU,0
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,pH,NA,8
2021,1,20210616,15:19:10,Frog,1.787,bottom,3,Temperature,degrees Celsius,16.594
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,Chlorophylla,RFU,0.08
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,DO,mg/L,10.32
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,Conductivity,uS/cm,6.5
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,Phycocyanin,RFU,0
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,pH,NA,8
2021,1,20210616,15:19:15,Frog,1.786,bottom,3,Temperature,degrees Celsius,16.594
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,DO,mg/L,6.66
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,Conductivity,uS/cm,8
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,pH,NA,7.35
2021,2,20210725,14:47:16,Frog,-0.009,surface,0,Temperature,degrees Celsius,20.613
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,DO,mg/L,6.66
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,Conductivity,uS/cm,7.7
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,pH,NA,7.34
2021,2,20210725,14:47:21,Frog,-0.009,surface,0,Temperature,degrees Celsius,20.613
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,DO,mg/L,6.65
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,Conductivity,uS/cm,7.7
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,pH,NA,7.33
2021,2,20210725,14:47:26,Frog,-0.009,surface,0,Temperature,degrees Celsius,20.607
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,DO,mg/L,6.65
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,Conductivity,uS/cm,7.7
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,pH,NA,7.32
2021,2,20210725,14:47:31,Frog,-0.009,surface,0,Temperature,degrees Celsius,20.607
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,DO,mg/L,6.65
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,Conductivity,uS/cm,7.7
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,pH,NA,7.31
2021,2,20210725,14:47:36,Frog,-0.009,surface,0,Temperature,degrees Celsius,20.611
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,DO,mg/L,6.65
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,Conductivity,uS/cm,7.6
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,pH,NA,7.3
2021,2,20210725,14:47:41,Frog,-0.008,surface,0,Temperature,degrees Celsius,20.611
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,DO,mg/L,6.64
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,Conductivity,uS/cm,7.6
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,pH,NA,7.29
2021,2,20210725,14:47:46,Frog,-0.008,surface,0,Temperature,degrees Celsius,20.603
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,DO,mg/L,6.64
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,Conductivity,uS/cm,7.5
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,pH,NA,7.28
2021,2,20210725,14:47:51,Frog,-0.008,surface,0,Temperature,degrees Celsius,20.592
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,DO,mg/L,6.64
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,Conductivity,uS/cm,7.4
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,pH,NA,7.27
2021,2,20210725,14:47:56,Frog,-0.008,surface,0,Temperature,degrees Celsius,20.58
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,Chlorophylla,RFU,0
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,DO,mg/L,6.63
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,Conductivity,uS/cm,7.4
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,Phycocyanin,RFU,0
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,pH,NA,6.97
2021,2,20210725,14:48:01,Frog,-0.007,surface,0,Temperature,degrees Celsius,20.571
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,DO,mg/L,6.67
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,Phycocyanin,RFU,0
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,pH,NA,7.21
2021,2,20210725,14:49:16,Frog,1.249,mid,1.5,Temperature,degrees Celsius,20.588
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,DO,mg/L,6.66
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,Phycocyanin,RFU,0.03
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,pH,NA,7.21
2021,2,20210725,14:49:21,Frog,1.252,mid,1.5,Temperature,degrees Celsius,20.589
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,DO,mg/L,6.66
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,Phycocyanin,RFU,0.04
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,pH,NA,7.21
2021,2,20210725,14:49:26,Frog,1.255,mid,1.5,Temperature,degrees Celsius,20.587
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,DO,mg/L,6.65
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,Phycocyanin,RFU,0.05
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,pH,NA,7.2
2021,2,20210725,14:49:31,Frog,1.257,mid,1.5,Temperature,degrees Celsius,20.585
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,DO,mg/L,6.65
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,Phycocyanin,RFU,0.05
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,pH,NA,7.2
2021,2,20210725,14:49:36,Frog,1.259,mid,1.5,Temperature,degrees Celsius,20.586
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,DO,mg/L,6.64
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,Phycocyanin,RFU,0.05
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,pH,NA,7.2
2021,2,20210725,14:49:41,Frog,1.26,mid,1.5,Temperature,degrees Celsius,20.588
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,DO,mg/L,6.64
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,Phycocyanin,RFU,0.04
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,pH,NA,7.19
2021,2,20210725,14:49:46,Frog,1.261,mid,1.5,Temperature,degrees Celsius,20.59
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,DO,mg/L,6.63
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,Phycocyanin,RFU,0.02
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,pH,NA,7.19
2021,2,20210725,14:49:51,Frog,1.261,mid,1.5,Temperature,degrees Celsius,20.587
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,DO,mg/L,6.63
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,Phycocyanin,RFU,0.02
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,pH,NA,7.19
2021,2,20210725,14:49:56,Frog,1.262,mid,1.5,Temperature,degrees Celsius,20.587
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,Chlorophylla,RFU,0
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,DO,mg/L,6.62
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,Conductivity,uS/cm,7.4
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,Phycocyanin,RFU,0.01
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,pH,NA,7.19
2021,2,20210725,14:50:01,Frog,1.261,mid,1.5,Temperature,degrees Celsius,20.6
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,DO,mg/L,6.59
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,Phycocyanin,RFU,0.03
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,pH,NA,7.18
2021,2,20210725,14:51:16,Frog,2.266,bottom,3,Temperature,degrees Celsius,20.409
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,DO,mg/L,6.59
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,Phycocyanin,RFU,0.03
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,pH,NA,7.18
2021,2,20210725,14:51:21,Frog,2.266,bottom,3,Temperature,degrees Celsius,20.408
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,DO,mg/L,6.58
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,Phycocyanin,RFU,0.02
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:26,Frog,2.266,bottom,3,Temperature,degrees Celsius,20.406
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,DO,mg/L,6.58
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,Phycocyanin,RFU,0.03
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:31,Frog,2.266,bottom,3,Temperature,degrees Celsius,20.404
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,DO,mg/L,6.57
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,Phycocyanin,RFU,0.04
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:36,Frog,2.267,bottom,3,Temperature,degrees Celsius,20.404
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,DO,mg/L,6.57
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,Phycocyanin,RFU,0.05
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:41,Frog,2.269,bottom,3,Temperature,degrees Celsius,20.403
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,DO,mg/L,6.57
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,Phycocyanin,RFU,0.05
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:46,Frog,2.27,bottom,3,Temperature,degrees Celsius,20.405
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,DO,mg/L,6.56
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,Phycocyanin,RFU,0.05
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:51,Frog,2.272,bottom,3,Temperature,degrees Celsius,20.41
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,DO,mg/L,6.56
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,Phycocyanin,RFU,0.04
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,pH,NA,7.17
2021,2,20210725,14:51:56,Frog,2.272,bottom,3,Temperature,degrees Celsius,20.41
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,Chlorophylla,RFU,0
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,DO,mg/L,6.56
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,Conductivity,uS/cm,7.4
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,Phycocyanin,RFU,0.06
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,pH,NA,7.17
2021,2,20210725,14:52:01,Frog,2.271,bottom,3,Temperature,degrees Celsius,20.407
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,DO,mg/L,6.7
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,Conductivity,uS/cm,6.6
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,Phycocyanin,RFU,0.06
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,pH,NA,7.57
2021,3,20210818,13:27:33,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.434
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,DO,mg/L,6.71
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,Conductivity,uS/cm,9.3
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,Phycocyanin,RFU,0.06
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,pH,NA,7.53
2021,3,20210818,13:27:38,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.463
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,DO,mg/L,6.72
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,Conductivity,uS/cm,9
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,Phycocyanin,RFU,0.06
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,pH,NA,7.5
2021,3,20210818,13:27:43,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.502
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,DO,mg/L,6.72
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,Conductivity,uS/cm,8.5
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,Phycocyanin,RFU,0.07
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,pH,NA,7.48
2021,3,20210818,13:27:48,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.537
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,DO,mg/L,6.71
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,Conductivity,uS/cm,8.1
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,Phycocyanin,RFU,0.09
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,pH,NA,7.47
2021,3,20210818,13:27:53,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.548
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,DO,mg/L,6.71
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,Conductivity,uS/cm,8
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,Phycocyanin,RFU,0.08
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,pH,NA,7.36
2021,3,20210818,13:27:58,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.555
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,DO,mg/L,6.7
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,Conductivity,uS/cm,7.8
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,Phycocyanin,RFU,0.07
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,pH,NA,7.35
2021,3,20210818,13:28:03,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.565
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,DO,mg/L,6.7
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,Conductivity,uS/cm,7.7
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,Phycocyanin,RFU,0.04
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,pH,NA,7.33
2021,3,20210818,13:28:08,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.565
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,DO,mg/L,6.7
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,Conductivity,uS/cm,7.6
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,Phycocyanin,RFU,0.01
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,pH,NA,7.33
2021,3,20210818,13:28:13,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.562
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,Chlorophylla,RFU,0
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,DO,mg/L,6.69
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,Conductivity,uS/cm,7.6
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,Phycocyanin,RFU,0.01
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,pH,NA,7.32
2021,3,20210818,13:28:18,Frog,-0.001,surface,0,Temperature,degrees Celsius,19.56
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,DO,mg/L,6.65
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,Phycocyanin,RFU,0.06
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:03,Frog,1.541,mid,1.5,Temperature,degrees Celsius,19.281
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,DO,mg/L,6.64
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,Phycocyanin,RFU,0.05
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:08,Frog,1.545,mid,1.5,Temperature,degrees Celsius,19.282
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,DO,mg/L,6.63
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,Phycocyanin,RFU,0.04
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:13,Frog,1.548,mid,1.5,Temperature,degrees Celsius,19.279
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,DO,mg/L,6.63
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,Phycocyanin,RFU,0.05
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:18,Frog,1.548,mid,1.5,Temperature,degrees Celsius,19.278
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,DO,mg/L,6.62
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,Phycocyanin,RFU,0.07
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:23,Frog,1.547,mid,1.5,Temperature,degrees Celsius,19.28
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,DO,mg/L,6.61
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,Phycocyanin,RFU,0.09
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:28,Frog,1.547,mid,1.5,Temperature,degrees Celsius,19.284
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,DO,mg/L,6.61
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,Phycocyanin,RFU,0.09
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:33,Frog,1.547,mid,1.5,Temperature,degrees Celsius,19.286
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,DO,mg/L,6.61
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,Phycocyanin,RFU,0.07
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,pH,NA,7.21
2021,3,20210818,13:30:38,Frog,1.548,mid,1.5,Temperature,degrees Celsius,19.283
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,DO,mg/L,6.6
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,Conductivity,uS/cm,7.6
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,Phycocyanin,RFU,0.07
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,pH,NA,7.2
2021,3,20210818,13:30:43,Frog,1.549,mid,1.5,Temperature,degrees Celsius,19.277
2021,3,20210818,13:30:48,Frog,1.55,mid,1.5,Chlorophylla,RFU,0
2021,3,20210818,13:30:48,Frog,1.55,mid,1.5,DO,mg/L,6.6
