Year,Trip,Date,Time,Location,Depth_m,Placement,NomDepth_m,Metric,Units,Value
2022,5,20221013,12:32:49,Heather,-0.015,surface,0,Temperature,degrees Celsius,13.762
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,Chlorophylla,RFU,0
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,DO,mg/L,6.75
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,Conductivity,uS/cm,5.5
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,Phycocyanin,RFU,0.12
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,pH,NA,7.13
2022,5,20221013,12:32:54,Heather,-0.015,surface,0,Temperature,degrees Celsius,13.779
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,Chlorophylla,RFU,0
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,DO,mg/L,6.74
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,Conductivity,uS/cm,5.5
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,Phycocyanin,RFU,0.16
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,pH,NA,7.1
2022,5,20221013,12:32:59,Heather,-0.015,surface,0,Temperature,degrees Celsius,13.768
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,Chlorophylla,RFU,0
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,DO,mg/L,6.73
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,Conductivity,uS/cm,5.5
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,Phycocyanin,RFU,0.19
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,pH,NA,7.07
2022,5,20221013,12:33:04,Heather,-0.015,surface,0,Temperature,degrees Celsius,13.756
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,DO,mg/L,6.64
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,Phycocyanin,RFU,0.44
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,pH,NA,6.63
2022,5,20221013,12:35:14,Heather,3.449,mid,3.5,Temperature,degrees Celsius,13.425
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,Phycocyanin,RFU,0.44
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,pH,NA,6.63
2022,5,20221013,12:35:19,Heather,3.451,mid,3.5,Temperature,degrees Celsius,13.432
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,Phycocyanin,RFU,0.46
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,pH,NA,6.62
2022,5,20221013,12:35:24,Heather,3.452,mid,3.5,Temperature,degrees Celsius,13.441
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,Phycocyanin,RFU,0.45
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,pH,NA,6.62
2022,5,20221013,12:35:29,Heather,3.453,mid,3.5,Temperature,degrees Celsius,13.445
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,Phycocyanin,RFU,0.43
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,pH,NA,6.61
2022,5,20221013,12:35:34,Heather,3.454,mid,3.5,Temperature,degrees Celsius,13.43
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,Phycocyanin,RFU,0.43
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,pH,NA,6.61
2022,5,20221013,12:35:39,Heather,3.455,mid,3.5,Temperature,degrees Celsius,13.436
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,Phycocyanin,RFU,0.41
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,pH,NA,6.61
2022,5,20221013,12:35:44,Heather,3.456,mid,3.5,Temperature,degrees Celsius,13.444
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,Phycocyanin,RFU,0.42
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,pH,NA,6.6
2022,5,20221013,12:35:49,Heather,3.456,mid,3.5,Temperature,degrees Celsius,13.44
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,Phycocyanin,RFU,0.43
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,pH,NA,6.6
2022,5,20221013,12:35:54,Heather,3.456,mid,3.5,Temperature,degrees Celsius,13.42
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,Chlorophylla,RFU,0
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,DO,mg/L,6.63
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,Conductivity,uS/cm,5.5
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,Phycocyanin,RFU,0.44
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,pH,NA,6.6
2022,5,20221013,12:35:59,Heather,3.463,mid,3.5,Temperature,degrees Celsius,13.412
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,DO,mg/L,6.63
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,Phycocyanin,RFU,0.51
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,pH,NA,6.54
2022,5,20221013,12:37:09,Heather,6.988,bottom,7,Temperature,degrees Celsius,13.317
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,DO,mg/L,6.63
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,Phycocyanin,RFU,0.54
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:14,Heather,6.988,bottom,7,Temperature,degrees Celsius,13.316
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,DO,mg/L,6.63
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,Phycocyanin,RFU,0.56
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:19,Heather,6.988,bottom,7,Temperature,degrees Celsius,13.314
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,Phycocyanin,RFU,0.59
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:24,Heather,6.987,bottom,7,Temperature,degrees Celsius,13.309
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,Phycocyanin,RFU,0.59
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:29,Heather,6.986,bottom,7,Temperature,degrees Celsius,13.304
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,Phycocyanin,RFU,0.57
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:34,Heather,6.985,bottom,7,Temperature,degrees Celsius,13.304
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,Phycocyanin,RFU,0.56
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:39,Heather,6.985,bottom,7,Temperature,degrees Celsius,13.306
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,Phycocyanin,RFU,0.55
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:44,Heather,6.985,bottom,7,Temperature,degrees Celsius,13.308
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,Phycocyanin,RFU,0.56
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:49,Heather,6.984,bottom,7,Temperature,degrees Celsius,13.307
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,Chlorophylla,RFU,0
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,DO,mg/L,6.64
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,Conductivity,uS/cm,5.4
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,Phycocyanin,RFU,0.56
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,pH,NA,6.53
2022,5,20221013,12:37:54,Heather,6.979,bottom,7,Temperature,degrees Celsius,13.307
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.13
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,DO,mg/L,6.83
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,pH,NA,8.68
2021,1,20210620,13:49:30,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.059
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.13
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,DO,mg/L,6.83
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,pH,NA,8.68
2021,1,20210620,13:49:35,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.057
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.16
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,DO,mg/L,6.83
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,pH,NA,8.68
2021,1,20210620,13:49:40,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.052
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.15
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,DO,mg/L,6.83
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,pH,NA,8.67
2021,1,20210620,13:49:45,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.056
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.15
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,DO,mg/L,6.84
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,pH,NA,8.67
2021,1,20210620,13:49:50,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.06
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,Chlorophylla,RFU,0.13
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,DO,mg/L,6.84
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,pH,NA,8.67
2021,1,20210620,13:49:55,Lyness,-0.292,surface,0,Temperature,degrees Celsius,19.063
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,Chlorophylla,RFU,0.1
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,DO,mg/L,6.84
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,pH,NA,8.67
2021,1,20210620,13:50:00,Lyness,-0.293,surface,0,Temperature,degrees Celsius,19.062
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,Chlorophylla,RFU,0.1
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,DO,mg/L,6.84
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,pH,NA,8.68
2021,1,20210620,13:50:05,Lyness,-0.293,surface,0,Temperature,degrees Celsius,19.061
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,Chlorophylla,RFU,0.12
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,DO,mg/L,6.84
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,pH,NA,8.68
2021,1,20210620,13:50:10,Lyness,-0.293,surface,0,Temperature,degrees Celsius,19.061
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,Chlorophylla,RFU,0.12
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,DO,mg/L,6.84
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,Conductivity,uS/cm,3.6
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,Phycocyanin,RFU,0
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,pH,NA,8.68
2021,1,20210620,13:50:15,Lyness,-0.293,surface,0,Temperature,degrees Celsius,19.061
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,Chlorophylla,RFU,0.33
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,DO,mg/L,8.46
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,pH,NA,9.53
2021,1,20210620,13:52:05,Lyness,4.651,mid,5,Temperature,degrees Celsius,14.786
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,Chlorophylla,RFU,0.38
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,DO,mg/L,8.5
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,pH,NA,9.53
2021,1,20210620,13:52:10,Lyness,4.651,mid,5,Temperature,degrees Celsius,14.71
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,Chlorophylla,RFU,0.4
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,DO,mg/L,8.5
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,pH,NA,9.54
2021,1,20210620,13:52:15,Lyness,4.65,mid,5,Temperature,degrees Celsius,14.679
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,Chlorophylla,RFU,0.4
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,DO,mg/L,8.49
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,pH,NA,9.54
2021,1,20210620,13:52:20,Lyness,4.649,mid,5,Temperature,degrees Celsius,14.689
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,Chlorophylla,RFU,0.39
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,DO,mg/L,8.48
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,pH,NA,9.53
2021,1,20210620,13:52:25,Lyness,4.649,mid,5,Temperature,degrees Celsius,14.712
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,Chlorophylla,RFU,0.39
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,DO,mg/L,8.49
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,pH,NA,9.52
2021,1,20210620,13:52:30,Lyness,4.649,mid,5,Temperature,degrees Celsius,14.745
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,Chlorophylla,RFU,0.42
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,DO,mg/L,8.5
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,pH,NA,9.51
2021,1,20210620,13:52:35,Lyness,4.649,mid,5,Temperature,degrees Celsius,14.79
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,Chlorophylla,RFU,0.42
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,DO,mg/L,8.5
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,pH,NA,9.52
2021,1,20210620,13:52:40,Lyness,4.648,mid,5,Temperature,degrees Celsius,14.847
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,Chlorophylla,RFU,0.39
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,DO,mg/L,8.49
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,pH,NA,9.52
2021,1,20210620,13:52:45,Lyness,4.647,mid,5,Temperature,degrees Celsius,14.876
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,Chlorophylla,RFU,0.39
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,DO,mg/L,8.47
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,Conductivity,uS/cm,4
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,Phycocyanin,RFU,0
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,pH,NA,9.52
2021,1,20210620,13:52:50,Lyness,4.647,mid,5,Temperature,degrees Celsius,14.871
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,Chlorophylla,RFU,1.63
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,DO,mg/L,8.17
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,Conductivity,uS/cm,4
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,pH,NA,11.83
2021,1,20210620,13:53:50,Lyness,8.685,bottom,9,Temperature,degrees Celsius,9.917
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,Chlorophylla,RFU,1.62
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,DO,mg/L,8.13
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,Conductivity,uS/cm,4
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,pH,NA,11.83
2021,1,20210620,13:53:55,Lyness,8.688,bottom,9,Temperature,degrees Celsius,9.79
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,Chlorophylla,RFU,1.63
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,DO,mg/L,8.1
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,Conductivity,uS/cm,4
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,pH,NA,11.83
2021,1,20210620,13:54:00,Lyness,8.691,bottom,9,Temperature,degrees Celsius,9.728
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,Chlorophylla,RFU,1.66
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,DO,mg/L,8.06
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,Conductivity,uS/cm,4
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,pH,NA,11.83
2021,1,20210620,13:54:05,Lyness,8.693,bottom,9,Temperature,degrees Celsius,9.72
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,Chlorophylla,RFU,1.63
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,DO,mg/L,8.02
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,Conductivity,uS/cm,4
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,pH,NA,11.83
2021,1,20210620,13:54:10,Lyness,8.697,bottom,9,Temperature,degrees Celsius,9.704
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,Chlorophylla,RFU,1.63
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,DO,mg/L,7.99
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,Conductivity,uS/cm,4.1
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,pH,NA,11.84
2021,1,20210620,13:54:15,Lyness,8.7,bottom,9,Temperature,degrees Celsius,9.69
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,Chlorophylla,RFU,1.59
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,DO,mg/L,7.95
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,Conductivity,uS/cm,4.1
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,pH,NA,11.83
2021,1,20210620,13:54:20,Lyness,8.701,bottom,9,Temperature,degrees Celsius,9.713
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,Chlorophylla,RFU,1.55
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,DO,mg/L,7.91
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,Conductivity,uS/cm,4.1
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,pH,NA,11.82
2021,1,20210620,13:54:25,Lyness,8.702,bottom,9,Temperature,degrees Celsius,9.728
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,Chlorophylla,RFU,1.55
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,DO,mg/L,7.88
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,Conductivity,uS/cm,4.1
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,pH,NA,11.81
2021,1,20210620,13:54:30,Lyness,8.703,bottom,9,Temperature,degrees Celsius,9.729
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,Chlorophylla,RFU,1.56
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,DO,mg/L,7.86
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,Conductivity,uS/cm,4.1
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,Phycocyanin,RFU,0
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,pH,NA,11.81
2021,1,20210620,13:54:35,Lyness,8.703,bottom,9,Temperature,degrees Celsius,9.7
