SampleLabel,Date,Location,Section,Trip,Year,Sample_Type,Metric,Conc,Units,MDL,Comments
EM_A_3.21_CAT_DU,20210820,Emerald,A,3,2021,Duplicate,K,0.2,milligrams per liter,0.1,NA
EM_A_3.21_CAT_DU,20210820,Emerald,A,3,2021,Duplicate,Ca,0.5,milligrams per liter,0.1,NA
EM_A_3.21_CAT_DU,20210820,Emerald,A,3,2021,Duplicate,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_A_3.21_CAT_DU,20210820,Emerald,A,3,2021,Duplicate,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_A_3.21_CAT_DU,20210820,Emerald,A,3,2021,Duplicate,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,K,0.1,milligrams per liter,0.1,NA
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_B_3.21_CAT_ZZ,20210820,Emerald,B,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,K,0.1,milligrams per liter,0.1,NA
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_C_3.21_CAT_ZZ,20210820,Emerald,C,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_A_3.21_CAT_ZZ,20210821,Pear,A,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_B_3.21_CAT_ZZ,20210821,Pear,B,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,K,0.1,milligrams per liter,0.1,NA
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_C_3.21_CAT_ZZ,20210821,Pear,C,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_A_3.21_CAT_ZZ,20210819,Lyness,A,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_B_3.21_CAT_ZZ,20210819,Lyness,B,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_C_3.21_CAT_ZZ,20210819,Lyness,C,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,K,0.1,milligrams per liter,0.1,NA
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_A_3.21_CAT_ZZ,20210818,Frog,A,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,K,0.3,milligrams per liter,0.1,NA
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_B_3.21_CAT_ZZ,20210818,Frog,B,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,K,0.1,milligrams per liter,0.1,NA
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_C_3.21_CAT_ZZ,20210818,Frog,C,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_A_3.21_CAT_ZZ,20210821,Topaz,A,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,K,NA,milligrams per liter,0.1,below method detection limit
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_B_3.21_CAT_ZZ,20210821,Topaz,B,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,K,0.2,milligrams per liter,0.1,NA
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Ca,0.4,milligrams per liter,0.1,NA
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_C_3.21_CAT_ZZ,20210821,Topaz,C,3,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,K,0.2,milligrams per liter,0.1,NA
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Ca,0.7,milligrams per liter,0.1,NA
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_A_5.21_CAT_ZZ,20211117,Emerald,A,5,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,K,0.2,milligrams per liter,0.1,NA
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Ca,0.6,milligrams per liter,0.1,NA
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_B_5.21_CAT_ZZ,20211117,Heather,B,5,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,K,0.2,milligrams per liter,0.1,NA
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Ca,0.6,milligrams per liter,0.1,NA
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_A_5.21_CAT_ZZ,20211117,Pear,A,5,2021,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,K,0.3,milligrams per liter,0.1,NA
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_A_1.22_CAT_ZZ,20220622,Emerald,A,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_B_1.22_CAT_ZZ,20220622,Emerald,B,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_C_1.22_CAT_ZZ,20220622,Emerald,C,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_A_1.22_CAT_ZZ,20220626,Frog,A,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_B_1.22_CAT_ZZ,20220626,Frog,B,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Ca,0.9,milligrams per liter,0.1,NA
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_C_1.22_CAT_ZZ,20220626,Frog,C,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_A_1.22_CAT_ZZ,20220623,Heather,A,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_B_1.22_CAT_ZZ,20220623,Heather,B,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_C_1.22_CAT_ZZ,20220623,Heather,C,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_A_1.22_CAT_ZZ,20220625,Lyness,A,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_B_1.22_CAT_ZZ,20220625,Lyness,B,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Na,0.2,milligrams per liter,0.1,NA
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,K,0.2,milligrams per liter,0.1,NA
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Ca,0.4,milligrams per liter,0.1,NA
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_C_1.22_CAT_DU,20220625,Lyness,C,1,2022,Duplicate,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,K,0.3,milligrams per liter,0.1,NA
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Ca,0.6,milligrams per liter,0.1,NA
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_C_1.22_CAT_ZZ,20220625,Lyness,C,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_A_1.22_CAT_ZZ,20220621,Pear,A,1,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_B_1.22_CAT_ZZ,20220621,Pear,B,1,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_B_1.22_CAT_ZZ,20220621,Pear,B,1,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_B_1.22_CAT_ZZ,20220621,Pear,B,1,2022,Standard,K,0.2,milligrams per liter,0.1,NA
