SampleLabel,Date,Location,Section,Trip,Year,Sample_Type,Metric,Conc,Units,MDL,Comments
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_B_4.22_CAT_ZZ,20220914,Lyness,B,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_C_4.22_CAT_ZZ,20220914,Lyness,C,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Ca,1.1,milligrams per liter,0.1,NA
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_A_4.22_CAT_ZZ,20220915,Frog,A,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Ca,1.1,milligrams per liter,0.1,NA
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_B_4.22_CAT_ZZ,20220915,Frog,B,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Ca,1,milligrams per liter,0.1,NA
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_C_4.22_CAT_ZZ,20220915,Frog,C,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_A_4.22_CAT_ZZ,20220915,Topaz,A,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Ca,0.6,milligrams per liter,0.1,NA
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_B_4.22_CAT_ZZ,20220915,Topaz,B,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_C_4.22_CAT_ZZ,20220915,Topaz,C,4,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Na,0.5,milligrams per liter,0.1,NA
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,K,0.2,milligrams per liter,0.1,NA
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Ca,0.4,milligrams per liter,0.1,NA
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_C_4.22_CAT_DU,20220916,Heather,C,4,2022,Duplicate,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_A_5.22_CAT_ZZ,20221015,Emerald,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_B_5.22_CAT_ZZ,20221015,Emerald,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
EM_C_5.22_CAT_ZZ,20221015,Emerald,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Ca,1.1,milligrams per liter,0.1,NA
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_A_5.22_CAT_ZZ,20221014,Frog,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Ca,1,milligrams per liter,0.1,NA
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_B_5.22_CAT_ZZ,20221014,Frog,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Ca,1.1,milligrams per liter,0.1,NA
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
FR_C_5.22_CAT_ZZ,20221014,Frog,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_A_5.22_CAT_ZZ,20221013,Heather,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_B_5.22_CAT_ZZ,20221013,Heather,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Na,0.5,milligrams per liter,0.1,NA
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
HE_C_5.22_CAT_ZZ,20221013,Heather,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_A_5.22_CAT_ZZ,20221012,Lyness,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Na,0.2,milligrams per liter,0.1,NA
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,K,0.2,milligrams per liter,0.1,NA
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Ca,0.4,milligrams per liter,0.1,NA
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_B_5.22_CAT_DU,20221012,Lyness,B,5,2022,Duplicate,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,K,0.4,milligrams per liter,0.1,NA
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_B_5.22_CAT_ZZ,20221012,Lyness,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Na,0.2,milligrams per liter,0.1,NA
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Ca,0.4,milligrams per liter,0.1,NA
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
LY_C_5.22_CAT_ZZ,20221012,Lyness,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_A_5.22_CAT_ZZ,20221011,Pear,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_B_5.22_CAT_ZZ,20221011,Pear,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Na,0.4,milligrams per liter,0.1,NA
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,K,0.3,milligrams per liter,0.1,NA
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
PE_C_5.22_CAT_ZZ,20221011,Pear,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_A_5.22_CAT_ZZ,20221014,Topaz,A,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_B_5.22_CAT_ZZ,20221014,Topaz,B,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Na,0.3,milligrams per liter,0.1,NA
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Mg,NA,milligrams per liter,0.1,below method detection limit
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,K,0.2,milligrams per liter,0.1,NA
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Ca,0.5,milligrams per liter,0.1,NA
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Mn,NA,milligrams per liter,0.1,below method detection limit
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Fe,NA,milligrams per liter,0.5,below method detection limit
TO_C_5.22_CAT_ZZ,20221014,Topaz,C,5,2022,Standard,Sr,NA,milligrams per liter,0.01,below method detection limit
PE_A_1.21_ANI_ZZ,20210615,Pear,A,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_A_1.21_ANI_ZZ,20210615,Pear,A,1,2021,Standard,Cl,0.2,milligrams per liter,0.03,NA
PE_A_1.21_ANI_ZZ,20210615,Pear,A,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
PE_A_1.21_ANI_ZZ,20210615,Pear,A,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
PE_B_1.21_ANI_ZZ,20210615,Pear,B,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_B_1.21_ANI_ZZ,20210615,Pear,B,1,2021,Standard,Cl,0.2,milligrams per liter,0.03,NA
PE_B_1.21_ANI_ZZ,20210615,Pear,B,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
PE_B_1.21_ANI_ZZ,20210615,Pear,B,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
PE_C_1.21_ANI_ZZ,20210615,Pear,C,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_C_1.21_ANI_ZZ,20210615,Pear,C,1,2021,Standard,Cl,0.2,milligrams per liter,0.03,NA
PE_C_1.21_ANI_ZZ,20210615,Pear,C,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
PE_C_1.21_ANI_ZZ,20210615,Pear,C,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
TO_A_1.21_ANI_ZZ,20210619,Topaz,A,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_A_1.21_ANI_ZZ,20210619,Topaz,A,1,2021,Standard,Cl,0.3,milligrams per liter,0.03,NA
TO_A_1.21_ANI_ZZ,20210619,Topaz,A,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
TO_A_1.21_ANI_ZZ,20210619,Topaz,A,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
TO_B_1.21_ANI_ZZ,20210619,Topaz,B,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_B_1.21_ANI_ZZ,20210619,Topaz,B,1,2021,Standard,Cl,0.3,milligrams per liter,0.03,NA
TO_B_1.21_ANI_ZZ,20210619,Topaz,B,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
TO_B_1.21_ANI_ZZ,20210619,Topaz,B,1,2021,Standard,SO4,0.1,milligrams per liter,0.08,NA
TO_C_1.21_ANI_ZZ,20210619,Topaz,C,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_C_1.21_ANI_ZZ,20210619,Topaz,C,1,2021,Standard,Cl,0.4,milligrams per liter,0.03,NA
TO_C_1.21_ANI_ZZ,20210619,Topaz,C,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
TO_C_1.21_ANI_ZZ,20210619,Topaz,C,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
FR_A_1.21_ANI_ZZ,20210616,Frog,A,1,2021,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
FR_A_1.21_ANI_ZZ,20210616,Frog,A,1,2021,Standard,Cl,0.2,milligrams per liter,0.03,NA
FR_A_1.21_ANI_ZZ,20210616,Frog,A,1,2021,Standard,Br,NA,milligrams per liter,0.1,below method detection limit
FR_A_1.21_ANI_ZZ,20210616,Frog,A,1,2021,Standard,SO4,0.2,milligrams per liter,0.08,NA
FR_A_1.21_ANI_DU,20210616,Frog,A,1,2021,Duplicate,Fl,NA,milligrams per liter,0.2,below method detection limit
FR_A_1.21_ANI_DU,20210616,Frog,A,1,2021,Duplicate,Cl,0.2,milligrams per liter,0.03,NA
